Title,Price,Street,Meters,Rooms,Toilets,Phone
Alquiler piso en carrer de provença 47 temporada eixample entença en Barcelona,800 €,La Nova Esquerra de l´Eixample - Carrer de Provença 47,25 m2,1 baño,"32,00 €/m2",658690959
Alquiler piso en Sant Gervasi - Bonanova Barcelona,2.450 €,Sant Gervasi - Bonanova,132 m2,5 hab.,3 baños,933473032
Alquiler piso en L´Antiga Esquerra de l´Eixample Barcelona,1.250 €,L´Antiga Esquerra de l´Eixample - Carrer de Muntaner,70 m2,1 hab.,2 baños,919492132
Alquiler piso en Sant Antoni Barcelona,1.700 €,Sant Antoni - Gran Via de les Corts Catalanes,168 m2,3 hab.,2 baños,933014090
Alquiler apartamento precioso apartamento cerca de la playa en Barcelona,3.500 €,Gòtic - Carrer de la Mercè,100 m2,4 hab.,2 baños,627377665
Alquiler apartamento en Gòtic Barcelona,950 €,Gòtic,38 m2,1 hab.,1 baño,933041860
Alquiler piso  amueblado temporal a estrenar en eixample dreta en Barcelona,6.500 €,Dreta de l´Eixample - Carrer de Balmes,295 m2,4 hab.,4 baños,930191966
"Alquiler piso  en alquiler , con 80 m2, 2 habitaciones y 2 baños, ascensor y amueblado. en Barcelona",2.100 €,Sarrià - Carrer d'Ivorra,80 m2,2 hab.,2 baños,931222465
"Alquiler piso  de 36 m2 en ciutat vella con 1 habitación, 1 baño, cocina equipada. mobiliario. en Barcelona",1.225 €,Barceloneta - Carrer de la Proclamació,36 m2,1 hab.,1 baño,936404292
Alquiler apartamento en Dreta de l´Eixample Barcelona,3.000 €,Dreta de l´Eixample,155 m2,2 hab.,3 baños,933041860
Alquiler piso en carrer del comte borrell 156 ubicacion en Barcelona,750 €,La Nova Esquerra de l´Eixample - Carrer del Comte Borrell 156,25 m2,1 hab.,1 baño,934126539
Alquiler piso  espectacular con terraza para alquiler de temporada en Barcelona,2.360 €,Baix Guinardó - Carrer de los Castillejos,154 m2,3 hab.,2 baños,615454836
"Alquiler apartamento les arts studio b es un estudio encantador, idealmente ubicado en el centro , al lado de las ramblas, y el mítico merc en Barcelona",1.000 €,Raval,35 m2,1 hab.,1 baño,933041860
Alquiler piso espectacular vivienda a un paso de turo park. disponible 15 abril en Barcelona,5.500 €,Sant Gervasi - Galvany,360 m2,5 hab.,4 baños,932020222
Alquiler ático espectacular atico en can rabia con impresionante terraza en Barcelona,9.200 €,Tres Torres,309 m2,6 hab.,4 baños,932020222
Alquiler piso  en alquiler exterior con terraza y amueblado a unos pasos de avenida diagonal en Barcelona,2.800 €,Barri de les Corts - Gran Via de Carles III,110 m2,4 hab.,2 baños,930191966
Alquiler piso  amueblado de 3 dormitorios en primera línea de mar en Barcelona,2.899 €,Diagonal Mar i el Front Marítim del Poblenou - Passeig de Garcia Fària,92 m2,3 hab.,2 baños,930191966
Alquiler piso acogedor estudio en gotic en Gòtic Barcelona,1.250 €,Gòtic - Portaferrissa,60 m2,1 hab.,1 baño,935154444
Alquiler piso precioso piso amueblado con magníficas vistas en Barcelona,3.750 €,Sant Gervasi - Bonanova,150 m2,3 hab.,2 baños,935154444
Alquiler piso bonito piso en eixample dreta en Dreta de l´Eixample Barcelona,5.000 €,Dreta de l´Eixample,210 m2,2 baños,"23,81 €/m2",935154444
Alquiler piso precioso piso reformado en comte borrell en Barcelona,2.500 €,Sant Antoni,114 m2,4 hab.,2 baños,935154444
Alquiler piso  de 100m2 en alquiler temporal junto a plaça universitat en Barcelona,1.950 €,L´Antiga Esquerra de l´Eixample,100 m2,3 hab.,2 baños,934815032
Alquiler ático  de 168m2 en alquiler en pleno passeig de gràcia en Barcelona,4.500 €,Dreta de l´Eixample,168 m2,4 hab.,2 baños,934815032
Alquiler piso en rambla de catalunya 40-80 en Dreta de l´Eixample Barcelona,1.800 €,Dreta de l´Eixample - Rambla de Catalunya 40-80,40 m2,1 hab.,1 baño,695238936
Alquiler ático en Les Planes Hospitalet de Llobregat (L´),725 €,Les Planes - TORRENT DE GORNAL,50 m2,2 hab.,1 baño,608262937
Alquiler piso fantastico inmueble en finca rehabilitada con ascensor en Barcelona,1.120 €,Raval - RIERA ALTA,31 m2,1 hab.,1 baño,663117270
Alquiler piso  vía favencia en La Guineueta Barcelona,850 €,La Guineueta - Favencia,60 m2,2 hab.,1 baño,919377576
Alquiler piso  c monlau en La Sagrera Barcelona,1.000 €,La Sagrera - Monlau,65 m2,2 hab.,1 baño,919377576
Alquiler apartamento  de 2 habitaciones con terraza en sant gervasi en Barcelona,2.100 €,Sant Gervasi - Galvany - Carrer de Marià Cubí,78 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 2 dormitorios en eixample esquerra en Barcelona,2.128 €,L´Antiga Esquerra de l´Eixample - Carrer de Mallorca,76 m2,2 hab.,1 baño,623119277
"Alquiler piso  con parking en turó park, en alquiler en Barcelona",3.400 €,Sant Gervasi - Galvany - Carrer de Santa Fe de Nou Mèxic,154 m2,4 hab.,3 baños,677836971
Alquiler piso marqués de foronda llobregós en La Font d´en Fargues Barcelona,1.200 €,La Font d´en Fargues - Marqués de Foronda,90 m2,1 hab.,1 baño,932387212
Alquiler piso en Santa Eulàlia Hospitalet de Llobregat (L´),1.500 €,,69 m2,3 hab.,1 baño,615118359
Alquiler piso  espectacular con terraza para alquiler de temporada en Barcelona,2.360 €,Baix Guinardó - Carrer de los Castillejos,154 m2,3 hab.,2 baños,615454836
Alquiler piso marqués de foronda llobregós en La Font d´en Fargues Barcelona,1.200 €,La Font d´en Fargues - Marqués de Foronda,90 m2,1 hab.,1 baño,932387212
Alquiler piso fantastico inmueble en finca rehabilitada con ascensor en Barcelona,1.120 €,Raval - RIERA ALTA,31 m2,1 hab.,1 baño,663117270
Alquiler apartamento en Sant Gervasi - Galvany Barcelona,2.295 €,Sant Gervasi - Galvany,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Sagrada Família Barcelona,1.990 €,Sagrada Família,70 m2,2 hab.,1 baño,910781711
Alquiler piso precioso piso reformado en comte borrell en Barcelona,2.500 €,Sant Antoni,114 m2,4 hab.,2 baños,935154444
Alquiler piso  amueblado de 3 dormitorios en primera línea de mar en Barcelona,2.899 €,Diagonal Mar i el Front Marítim del Poblenou - Passeig de Garcia Fària,92 m2,3 hab.,2 baños,930191966
Alquiler piso  vía favencia en La Guineueta Barcelona,850 €,La Guineueta - Favencia,60 m2,2 hab.,1 baño,919377576
Alquiler piso bonito piso en eixample dreta en Dreta de l´Eixample Barcelona,5.000 €,Dreta de l´Eixample,210 m2,2 baños,"23,81 €/m2",935154444
"Alquiler piso  con parking en turó park, en alquiler en Barcelona",3.400 €,Sant Gervasi - Galvany - Carrer de Santa Fe de Nou Mèxic,154 m2,4 hab.,3 baños,677836971
Alquiler piso en Santa Eulàlia Hospitalet de Llobregat (L´),1.500 €,,69 m2,3 hab.,1 baño,615118359
Alquiler piso en rambla de catalunya 40-80 en Dreta de l´Eixample Barcelona,1.800 €,Dreta de l´Eixample - Rambla de Catalunya 40-80,40 m2,1 hab.,1 baño,695238936
"Alquiler apartamento les arts studio b es un estudio encantador, idealmente ubicado en el centro , al lado de las ramblas, y el mítico merc en Barcelona",1.000 €,Raval,35 m2,1 hab.,1 baño,933041860
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.250 €,St. Pere - Sta. Caterina - El Born,67 m2,1 hab.,1 baño,910781711
Alquiler piso acogedor estudio en gotic en Gòtic Barcelona,1.250 €,Gòtic - Portaferrissa,60 m2,1 hab.,1 baño,935154444
Alquiler piso en Gòtic Barcelona,1.400 €,Gòtic,60 m2,3 hab.,1 baño,651307465
Alquiler piso  elegante y cómodo en el barrio Sarrià. en Barcelona,2.200 €,Sarrià - Carrer de Mañé i Flaquer,111 m2,4 hab.,2 baños,933196176
Alquiler piso en carrer del doctor trueta 138 piso en alquiler de 2 habitaciones en edificio de obra nueva con piscina al lado de la playa en Barcelona,2.400 €,Poblenou - Carrer del Doctor Trueta 138,58 m2,2 hab.,1 baño,932809626
Alquiler ático espectacular dúplex con una terraza única en Barcelona,4.500 €,Sant Gervasi - Galvany - Carrer de Santaló,254 m2,4 hab.,3 baños,931930206
Alquiler piso exclusivo piso amueblado con terraza en gracia en Barcelona,2.500 €,Vila de Gràcia - Sors,101 m2,2 hab.,1 baño,935154444
Alquiler piso bonito piso amueblado en la vila de gracia en Barcelona,2.400 €,Vila de Gràcia - Avenida Princep D'Asturies,111 m2,4 hab.,2 baños,933220912
Alquiler piso  en alquiler de dos habitaciones y dos baños en Barcelona,2.400 €,Provençals del Poblenou - Carrer de Bac de Roda,60 m2,2 hab.,2 baños,930191966
Alquiler piso  en alquiler amueblado en poblenou en la calle bac de roda en Barcelona,2.700 €,Provençals del Poblenou - Carrer de Bac de Roda,75 m2,3 hab.,2 baños,930191966
Alquiler piso espectacular piso en alquiler en diagonal mar en Barcelona,7.300 €,Diagonal Mar i el Front Marítim del Poblenou - Passeig de Garcia Fària,230 m2,4 hab.,2 baños,934815032
Alquiler piso  en alquiler de 3 habitaciones amueblado en galvany en Barcelona,2.500 €,Sant Gervasi - Galvany - Carrer de Marià Cubí,122 m2,3 hab.,1 baño,930191966
Alquiler ático  en alquiler amueblado y a estrenar en palacete belle epoque avda tibidabo en Barcelona,25.200 €,Sant Gervasi - Bonanova - Avinguda del Tibidabo,259 m2,3 hab.,2 baños,930191966
Alquiler dúplex en ronda del general mitre 191 atico duplex con piscina en Barcelona,5.500 €,Putget - Farró - Ronda del General Mitre 191,198 m2,5 hab.,5 baños,934875151
Alquiler ático bonito áitico en la zona de galvany en Barcelona,2.100 €,Sant Gervasi - Galvany - Carrer de Marià Cubí,100 m2,3 hab.,1 baño,933220912
Alquiler piso amplio piso reformado y amueblado en paseo de gracia en Barcelona,9.000 €,Dreta de l´Eixample - Passeig de Gràcia,226 m2,4 hab.,4 baños,934144843
Alquiler apartamento maravilloso piso amueblado al lado de paseo de gracia en Barcelona,3.500 €,Dreta de l´Eixample - Carrer de Còrsega,148 m2,148 hab.,2 baños,935154444
Alquiler piso  en alquiler temporal con parking y trastero en avinguda sarrià en Barcelona,2.800 €,Barri de les Corts - Carrer de Gelabert,70 m2,2 hab.,2 baños,934815032
Alquiler piso increíble apartamento de 5 dormitorios totalmente amueblado en Barcelona,3.000 €,Poblenou - Carrer de Pallars,215 m2,5 hab.,3 baños,609967669
Alquiler piso encantador y luminoso piso ubicado en plaça de les olles born en Barcelona,1.650 €,St. Pere - Sta. Caterina - El Born - Olles,76 m2,2 hab.,1 baño,933171727
"Alquiler piso  esquinero reformado con 2 habitaciones y parking en Vila de Gràcia, en Barcelona",2.000 €,Vila de Gràcia - Carrer de Verdi,134 m2,3 hab.,1 baño,937078338
"Alquiler casa  amueblada en alquiler con jardín y piscina privada, Pedralbes en Barcelona",20.000 €,Pedralbes - Carrer d'Ardena,600 m2,4 hab.,3 baños,930191966
Alquiler piso  en alquiler con jardín y piscina en la zona alta en Barcelona,5.500 €,Pedralbes - Carrer del Marquès de Mulhacen,221 m2,4 hab.,3 baños,930191966
Alquiler piso  en alquiler reformado en gran vía de les corts catalanes en Barcelona,6.500 €,Dreta de l´Eixample - Gran Via de les Corts Catalanes,231 m2,5 hab.,4 baños,930191966
Alquiler piso  en alquiler a estrenar delante de turo park en Barcelona,5.400 €,Sant Gervasi - Galvany - Carrer de Josep Bertrand,244 m2,5 hab.,3 baños,930191966
"Alquiler piso  en alquiler en illa de la llum, diagonal mar en Barcelona",7.300 €,Diagonal Mar i el Front Marítim del Poblenou - Passeig de Garcia Fària,230 m2,4 hab.,2 baños,930191966
Alquiler dúplex piso en alquiler con jardín comunitario en Pedralbes en Barcelona,4.500 €,Pedralbes - Avinguda de Pedralbes,157 m2,4 hab.,3 baños,930191966
Alquiler casa pareada casa en alquiler en el centro de Sarrià en Barcelona,5.900 €,Sarrià - Carrer de les Calàndries,172 m2,3 hab.,2 baños,930191966
"Alquiler piso  de alquiler temporal amueblado con 3 habitaciones en una finca clásica de la dreta de leixample, en Barcelona",2.350 €,Fort Pienc - Sardenya,98 m2,3 hab.,2 baños,608775312
Alquiler piso  en alquiler reformado y amueblado en zona eixample dreta en Barcelona,2.300 €,Dreta de l´Eixample - Gran Via de les Corts Catalanes,97 m2,2 hab.,1 baño,930191966
"Alquiler piso  en alquiler de tres habitaciones en via laietana, en Barcelona",3.500 €,Gòtic - Via Laietana,130 m2,3 hab.,2 baños,930191966
Alquiler casa  en alquiler de lujo con jardín y piscina en Pedralbes en Barcelona,14.000 €,Pedralbes - Carrer de Panamà,800 m2,6 hab.,7 baños,930191966
Alquiler piso espectacular piso de obra nueva en Sarrià en Barcelona,3.650 €,Sarrià - Via Augusta,134 m2,3 hab.,2 baños,935154444
Alquiler piso ático en alquiler en calle alacant en Barcelona,5.000 €,Sant Gervasi - Bonanova - Carrer d'Alacant,192 m2,5 hab.,3 baños,930191966
Alquiler piso  en alquiler amueblado en la avenida diagonal en Barcelona,3.250 €,Dreta de l´Eixample - Carrer de Pau Claris,160 m2,4 hab.,2 baños,930191966
"Alquiler casa  en alquiler de 4 habitaciones y con jardín, Pedralbes en Barcelona",11.000 €,Pedralbes - Carrer del Doctor Joaquín Albarrán,535 m2,4 hab.,4 baños,930191966
Alquiler piso ático en alquiler amueblado y a estrenar en rambla de catalunya en Barcelona,7.900 €,Dreta de l´Eixample - Rambla de Catalunya,241 m2,3 hab.,4 baños,930191966
Alquiler piso  en alquiler en turo park en Sant Gervasi - Galvany Barcelona,3.800 €,Sant Gervasi - Galvany - Carrer de Josep Bertrand,241 m2,4 hab.,3 baños,930191966
Alquiler piso  en alquiler en el turó parc en Barcelona,4.000 €,Sant Gervasi - Galvany - Carrer de Ganduxer,247 m2,5 hab.,4 baños,930191966
Alquiler casa  en alquiler amueblada con jardín y piscina en Pedralbes en Barcelona,16.000 €,Pedralbes - Carrer de l'Abadessa Olzet,511 m2,4 hab.,4 baños,930191966
Alquiler piso  en alquiler reformado y amueblado en zona eixample dreta en Barcelona,2.300 €,Dreta de l´Eixample - Gran Via de les Corts Catalanes,97 m2,2 hab.,1 baño,930191966
Alquiler piso  en alquiler amueblado en la zona gran sarriá en Barcelona,5.500 €,Tres Torres - Carrer de Can Ràbia,234 m2,4 hab.,3 baños,930191966
Alquiler piso  amueblado en alquiler en la calle muntaner (eixample esquerra) en Barcelona,2.250 €,L´Antiga Esquerra de l´Eixample - Carrer de Muntaner,110 m2,3 hab.,2 baños,930191966
Alquiler piso  en alquiler amueblado cerca de rambla catalunya en Barcelona,4.950 €,Dreta de l´Eixample - Carrer de Provença,75 m2,2 hab.,2 baños,930191966
"Alquiler piso  en alquiler amueblado en plaza tetuán, eixample dreta en Barcelona",3.200 €,Dreta de l´Eixample - Gran Via de les Corts Catalanes,117 m2,2 hab.,2 baños,930191966
Alquiler piso  en alquiler de cinco habitaciones en passeig de gràcia en Barcelona,9.500 €,Dreta de l´Eixample - Gran Via de les Corts Catalanes,234 m2,5 hab.,4 baños,930191966
Alquiler piso dúplex de lujo en alquiler reformado y amueblado en avenida diagonal en Barcelona,3.750 €,Sant Gervasi - Galvany - Avinguda Diagonal,130 m2,3 hab.,2 baños,930191966
Alquiler piso  en alquiler amueblado en la Barceloneta en Barcelona,1.400 €,Barceloneta - Carrer de Sant Carles,32 m2,1 hab.,1 baño,930191966
"Alquiler piso  de obra nueva en alquiler con gran terraza, sant gervasi-galvany en Barcelona",2.950 €,Sant Gervasi - Galvany - Carrer de Laforja,83 m2,3 hab.,2 baños,930191966
Alquiler piso  de lujo en alquiler a estrenar con terraza al lado de paseo de gracia en Barcelona,3.700 €,Dreta de l´Eixample - Carrer del Consell de Cent,47 m2,1 hab.,1 baño,930191966
Alquiler piso  en alquiler amueblado en plaza de llevant en Barcelona,4.900 €,Diagonal Mar i el Front Marítim del Poblenou - Passeig del Taulat,100 m2,2 hab.,2 baños,930191966
Alquiler piso  en alquiler amueblado en rambla de catalunya en Barcelona,2.450 €,Dreta de l´Eixample - Rambla de Catalunya,120 m2,3 hab.,2 baños,930191966
Alquiler piso  en alquiler amueblado y equipado en calle pau claris (eixample dret) en Barcelona,2.800 €,Dreta de l´Eixample - Carrer de Pau Claris,104 m2,2 hab.,2 baños,930191966
Alquiler piso  en alquiler en la calle provenza en Barcelona,2.500 €,Dreta de l´Eixample - Carrer de Provença,82 m2,2 hab.,2 baños,930191966
Alquiler piso loft en alquiler con terraza en gracia en Barcelona,1.400 €,Vila de Gràcia - Carrer Monistrol,56 m2,1 hab.,1 baño,930191966
Alquiler casa  en alquiler con jardín y piscina privados en pedralbes en Barcelona,11.500 €,Sarrià - Carrer del Doctor Francesc Darder,350 m2,3 hab.,4 baños,930191966
Alquiler piso  en alquiler amueblado cerca de rambla catalunya en Barcelona,4.950 €,Dreta de l´Eixample - Carrer de Provença,75 m2,2 hab.,2 baños,930191966
Alquiler piso  en alquiler amueblado cerca de avenida diagonal en Barcelona,3.950 €,Sant Gervasi - Galvany - Carrer de Casanova,60 m2,2 hab.,2 baños,930191966
Alquiler piso  en alquiler amueblado cerca de avenida diagonal en Barcelona,2.950 €,L´Antiga Esquerra de l´Eixample - Carrer de Mallorca,55 m2,2 hab.,1 baño,930191966
Alquiler casa chalet en Pedralbes en Pedralbes Barcelona,16.000 €,Pedralbes - Carrer de Joan d'Alòs,511 m2,5 hab.,4 baños,935154444
Alquiler casa chalet en Pedralbes en Pedralbes Barcelona,16.000 €,Pedralbes - Carrer de Joan d'Alòs,511 m2,5 hab.,4 baños,935154444
"Alquiler piso  en alquiler amueblado de lujo por estrenar con piscina, eixample en Barcelona",3.700 €,Dreta de l´Eixample - Carrer del Consell de Cent,51 m2,1 hab.,1 baño,930191966
Alquiler piso ático en alquiler con terraza en el centro en Barcelona,3.850 €,Dreta de l´Eixample - Carrer del Bruc,110 m2,2 hab.,2 baños,930191966
Alquiler piso exclusivo luminosos a tres vientos con vijilancia 24 horas en Barcelona,5.300 €,Sant Gervasi - Galvany - Carrer de Freixa,164 m2,4 hab.,4 baños,680808844
Alquiler piso  en alquiler amueblado de dos habitaciones en plaza tetuán en Barcelona,2.700 €,Fort Pienc - Gran Via de les Corts Catalanes,118 m2,2 hab.,2 baños,930191966
"Alquiler piso  de obra nueva en alquiler con balcón, sant gervasi-galvany en Barcelona",2.550 €,Sant Gervasi - Galvany - Carrer de Laforja,80 m2,3 hab.,2 baños,930191966
Alquiler piso  en alquiler amueblado en paseo de gracia en Barcelona,3.500 €,Dreta de l´Eixample - Passeig de Gràcia,140 m2,2 hab.,3 baños,930191966
Alquiler piso  en alquiler amueblado en calle paris en Barcelona,2.200 €,La Nova Esquerra de l´Eixample - Carrer de París,103 m2,3 hab.,"21,36 €/m2",930191966
Alquiler loft  en alquiler con dos altillos en calle córcega (gràcia) en Barcelona,2.200 €,Dreta de l´Eixample - Carrer de Còrsega,94 m2,1 hab.,1 baño,930191966
Alquiler ático piso en alquiler amueblado en Pedralbes en Barcelona,9.900 €,Pedralbes - Passeig dels Til·lers,250 m2,4 hab.,2 baños,930191966
